dataset,study,n_estimators,max_depth,test_accuracy,oob_accuracy
adult,n_estimators,156,12.0,0.8458333333333333,0.8408333333333333
adult,n_estimators,157,12.0,0.8458333333333333,0.840625
adult,n_estimators,158,12.0,0.845,0.8402083333333333
adult,n_estimators,159,12.0,0.8458333333333333,0.840625
adult,n_estimators,160,12.0,0.845,0.8397916666666667
adult,n_estimators,161,12.0,0.8458333333333333,0.8402083333333333
adult,n_estimators,162,12.0,0.8466666666666667,0.8404166666666667
adult,n_estimators,163,12.0,0.8458333333333333,0.840625
adult,n_estimators,164,12.0,0.8458333333333333,0.8410416666666667
adult,n_estimators,165,12.0,0.8466666666666667,0.84125
adult,n_estimators,166,12.0,0.8458333333333333,0.8416666666666667
adult,n_estimators,167,12.0,0.8458333333333333,0.841875
adult,n_estimators,168,12.0,0.8466666666666667,0.8414583333333333
