dataset,n_estimators,train_error,test_error
covertype,190,0.404375,0.3933333333333333
covertype,191,0.40541666666666665,0.3975
covertype,192,0.4085416666666667,0.3958333333333333
covertype,193,0.40625,0.39666666666666667
covertype,194,0.390625,0.3675
covertype,195,0.40125,0.3983333333333333
covertype,196,0.40291666666666665,0.3983333333333333
covertype,197,0.406875,0.3958333333333333
covertype,198,0.39458333333333334,0.395
covertype,199,0.42375,0.42333333333333334
covertype,200,0.39729166666666665,0.395
mnist_38,1,0.1375,0.13583333333333333
mnist_38,2,0.1375,0.13583333333333333
mnist_38,3,0.12458333333333334,0.13916666666666666
mnist_38,4,0.113125,0.11666666666666667
mnist_38,5,0.113125,0.11666666666666667
mnist_38,6,0.09125,0.0975
mnist_38,7,0.09958333333333333,0.10166666666666667
mnist_38,8,0.085625,0.09583333333333334
mnist_38,9,0.08645833333333333,0.095
mnist_38,10,0.08041666666666666,0.09
mnist_38,11,0.080625,0.085
mnist_38,12,0.06833333333333333,0.07916666666666666
mnist_38,13,0.07166666666666667,0.08416666666666667
mnist_38,14,0.06729166666666667,0.08
mnist_38,15,0.065625,0.0725
mnist_38,16,0.06375,0.07916666666666666
mnist_38,17,0.05979166666666667,0.06916666666666667
mnist_38,18,0.059166666666666666,0.0725
mnist_38,19,0.058541666666666665,0.06916666666666667
mnist_38,20,0.057916666666666665,0.06833333333333333
mnist_38,21,0.054375,0.06416666666666666
mnist_38,22,0.05458333333333333,0.06583333333333333
mnist_38,23,0.05375,0.06333333333333334
mnist_38,24,0.0525,0.06416666666666666
mnist_38,25,0.051458333333333335,0.06
mnist_38,26,0.05229166666666667,0.056666666666666664
mnist_38,27,0.049375,0.06166666666666667
mnist_38,28,0.05,0.06166666666666667
mnist_38,29,0.048541666666666664,0.060833333333333336
mnist_38,30,0.04875,0.06333333333333334
mnist_38,31,0.04604166666666667,0.059166666666666666
mnist_38,32,0.044375,0.05416666666666667
mnist_38,33,0.043958333333333335,0.0525
mnist_38,34,0.042291666666666665,0.0575
mnist_38,35,0.04541666666666667,0.056666666666666664
mnist_38,36,0.043958333333333335,0.056666666666666664
mnist_38,37,0.044375,0.056666666666666664
mnist_38,38,0.043125,0.056666666666666664
mnist_38,39,0.043541666666666666,0.05583333333333333
mnist_38,40,0.041041666666666664,0.05333333333333334
mnist_38,41,0.042291666666666665,0.05416666666666667
mnist_38,42,0.041041666666666664,0.05333333333333334
mnist_38,43,0.042083333333333334,0.05416666666666667
mnist_38,44,0.042916666666666665,0.050833333333333335
mnist_38,45,0.04,0.05416666666666667
mnist_38,46,0.041041666666666664,0.055
mnist_38,47,0.04,0.05583333333333333
mnist_38,48,0.04041666666666666,0.05416666666666667
mnist_38,49,0.03958333333333333,0.05
mnist_38,50,0.039375,0.05333333333333334
mnist_38,51,0.039375,0.051666666666666666
