dataset,model,round,test_error
breast_cancer,gbm_logloss,81,0.043859649122807015
breast_cancer,gbm_logloss,82,0.043859649122807015
breast_cancer,gbm_logloss,83,0.043859649122807015
breast_cancer,gbm_logloss,84,0.043859649122807015
breast_cancer,gbm_logloss,85,0.043859649122807015
breast_cancer,gbm_logloss,86,0.043859649122807015
breast_cancer,gbm_logloss,87,0.043859649122807015
breast_cancer,gbm_logloss,88,0.043859649122807015
breast_cancer,gbm_logloss,89,0.043859649122807015
breast_cancer,gbm_logloss,90,0.043859649122807015
breast_cancer,gbm_logloss,91,0.043859649122807015
breast_cancer,gbm_logloss,92,0.043859649122807015
breast_cancer,gbm_logloss,93,0.043859649122807015
breast_cancer,gbm_logloss,94,0.043859649122807015
breast_cancer,gbm_logloss,95,0.043859649122807015
breast_cancer,gbm_logloss,96,0.043859649122807015
breast_cancer,gbm_logloss,97,0.043859649122807015
breast_cancer,gbm_logloss,98,0.043859649122807015
breast_cancer,gbm_logloss,99,0.043859649122807015
breast_cancer,gbm_logloss,100,0.043859649122807015
breast_cancer,gbm_logloss,101,0.043859649122807015
breast_cancer,gbm_logloss,102,0.043859649122807015
breast_cancer,gbm_logloss,103,0.043859649122807015
breast_cancer,gbm_logloss,104,0.043859649122807015
breast_cancer,gbm_logloss,105,0.043859649122807015
breast_cancer,gbm_logloss,106,0.043859649122807015
breast_cancer,gbm_logloss,107,0.043859649122807015
breast_cancer,gbm_logloss,108,0.043859649122807015
breast_cancer,gbm_logloss,109,0.043859649122807015
breast_cancer,gbm_logloss,110,0.043859649122807015
breast_cancer,gbm_logloss,111,0.043859649122807015
breast_cancer,gbm_logloss,112,0.043859649122807015
breast_cancer,gbm_logloss,113,0.043859649122807015
breast_cancer,gbm_logloss,114,0.043859649122807015
breast_cancer,gbm_logloss,115,0.043859649122807015
breast_cancer,gbm_logloss,116,0.043859649122807015
breast_cancer,gbm_logloss,117,0.043859649122807015
breast_cancer,gbm_logloss,118,0.043859649122807015
breast_cancer,gbm_logloss,119,0.043859649122807015
breast_cancer,gbm_logloss,120,0.043859649122807015
